,characteristic_id,characteristic_description,units,dataset_label,dataset_url,theme_label,theme_url,characteristic_type
352,TOT_TOTAL_ROAD_DENS,Density of all road types per NHDPlusV2 catchment. Density is defined as the length of road divided by the catchment area.,kilometer of roads per square kilometer,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
353,TOT_PLAYA,Percent playas.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
354,TOT_ICEMASS,Percent ice mass.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
355,TOT_LAKEPOND,Percent lakes or ponds.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
356,TOT_RESERVOIR,Percent reservoirs.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
357,TOT_SWAMPMARSH,Percent swamps or marshes.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
358,TOT_ESTUARY,Percent estuaries.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,totRoute_name
359,TOT_PEST219,"Estimate of agricultural pesticide application (219 types), kg/sq km, from Census of Ag 1997, based on county-wide sales and percent agricultural land cover in watershed",kg/sqkm,"Estimate of agricultural pesticide application (219 types), kg/sq km, from Census of Ag 1997, based on county-wide sales and percent agricultural land cover in watershed",https://www.sciencebase.gov/catalog/item/57bf5e62e4b0f2f0ceb75b79,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
360,TOT_NPDES_MAJ_DENS,Density of major NPDES sites,sites per 100 square kilometers,Density of major NPDES sites per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57c9d89ce4b0f2f0cec192da,Hydrologic Modifications,unknown,totRoute_name
361,TOT_NPDES_MAJ,Number of major NPDES sites,count,Density of major NPDES sites per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57c9d89ce4b0f2f0cec192da,Hydrologic Modifications,unknown,totRoute_name
362,TOT_FRESHWATER_WD,freshwater withdrawals from 1995-2000 county-level estimates,megaliters per square kilometer,Million gallons per year per square kilometer per NHDPlus version 2.1 catchment for January 2016. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/57c9dc05e4b0f2f0cec192f2,Water Use,unknown,totRoute_name
363,TOT_WILDFIRE_2011,percent of wild fires per catchments for 2011,percent,Estimated percent of catchment that experienced a wild fire in year XXXX.,https://www.sciencebase.gov/catalog/item/57f66d66e4b0bc0bec06de3a,Land Cover,unknown,totRoute_name
364,TOT_ROCKTYPE_100,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Unconsolidated sand and gravel aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
365,TOT_ROCKTYPE_200,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Semiconsolidated sand aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
366,TOT_ROCKTYPE_300,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Sandstone aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
367,TOT_ROCKTYPE_400,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Carbonate-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
368,TOT_ROCKTYPE_500,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Sandstone and carbonate-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
369,TOT_ROCKTYPE_600,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Igneous and metamorphic-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
370,TOT_ROCKTYPE_999,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Other rocks.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
371,TOT_KGBI,"Toxicity Weighted Use for benthic invertebrates in kilograms per square kilomter on agricultural land, 2013",kg/sqkm,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
372,TOT_KGCLADO,"Toxicity Weighted Use for cladocerans in kilograms per square kilomter on agricultural land, 2013",kg/sqkm,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
373,TOT_KGFISH,"Toxicity Weighted Use for fish in kilograms per square kilomter on agricultural land, 2013",kg/sqkm,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
374,TOT_NDAMS2013,"Number of dams built on or before YYYY ,",count,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,totRoute_name
375,TOT_NID_STORAGE2013,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before YYYY. Value is based on dams built on or before YYYY",acre-feet,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,totRoute_name
376,TOT_NORM_STORAGE2013,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before YYYY",acre-feet,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,totRoute_name
377,TOT_MAJOR2013,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,totRoute_name
378,TOT_HDENS10,historic housing densities for 2010.,percent,"Estimated number of houses per square kilometer per NHDPlusV2 catchment, where XX is the last 2 digits of the year represented. The range of years is 1940 through 2010.",https://www.sciencebase.gov/catalog/item/5910de31e4b0e541a03ac983,Population,unknown,totRoute_name
